base_name,skin_color_1,skin_color_2
golf_9,african,asian
golf_9,african,indian
golf_9,african,white
golf_9,asian,hispanic
golf_9,asian,indian
golf_9,asian,middle_eastern
golf_9,asian,south_east_asian
golf_9,hispanic,indian
golf_9,hispanic,white
golf_9,indian,middle_eastern
golf_9,indian,south_east_asian
golf_9,indian,white
golf_9,middle_eastern,white
golf_9,south_east_asian,white
hug_0,white,african
hug_0,white,indian
hug_0,african,asian
hug_0,african,hispanic
hug_0,african,middle_eastern
hug_0,african,south_east_asian
hug_0,asian,indian
hug_0,hispanic,indian
hug_0,indian,middle_eastern
hug_0,indian,south_east_asian
hug_1,white,asian
hug_1,white,indian
hug_1,white,middle_eastern
hug_1,african,asian
hug_1,african,indian
hug_1,african,middle_eastern
hug_1,asian,hispanic
hug_1,asian,south_east_asian
hug_1,hispanic,indian
hug_1,hispanic,middle_eastern
hug_1,indian,south_east_asian
hug_1,middle_eastern,south_east_asian
hug_3,white,hispanic
hug_3,white,indian
hug_3,african,hispanic
hug_3,african,indian
hug_3,asian,hispanic
hug_3,asian,indian
hug_3,hispanic,indian
hug_3,hispanic,middle_eastern
hug_3,hispanic,south_east_asian
hug_3,indian,middle_eastern
hug_3,indian,south_east_asian
hug_6,hispanic,african
hug_6,hispanic,indian
hug_6,african,asian
hug_6,african,middle_eastern
hug_6,african,south_east_asian
hug_6,african,white
hug_6,asian,indian
hug_6,indian,middle_eastern
hug_6,indian,south_east_asian
hug_6,indian,white
hug_7,south_east_asian,white
hug_7,african,white
hug_7,asian,white
hug_7,hispanic,white
hug_7,indian,white
hug_7,middle_eastern,white
hug_8,white,african
hug_8,white,middle_eastern
hug_8,african,asian
hug_8,african,hispanic
hug_8,african,indian
hug_8,african,south_east_asian
hug_8,asian,middle_eastern
hug_8,hispanic,middle_eastern
hug_8,indian,middle_eastern
hug_8,middle_eastern,south_east_asian
jog_1,white,african
jog_1,african,asian
jog_1,african,hispanic
jog_1,african,indian
jog_1,african,middle_eastern
jog_1,african,south_east_asian
jog_5,indian,asian
jog_5,indian,white
jog_5,african,asian
jog_5,african,white
jog_5,asian,hispanic
jog_5,asian,middle_eastern
jog_5,asian,south_east_asian
jog_5,hispanic,white
jog_5,middle_eastern,white
jog_5,south_east_asian,white
jog_7,south_east_asian,indian
jog_7,african,indian
jog_7,asian,indian
jog_7,hispanic,indian
jog_7,indian,middle_eastern
jog_7,indian,white
jog_9,african,middle_eastern
jog_9,african,south_east_asian
jog_9,asian,middle_eastern
jog_9,asian,south_east_asian
jog_9,hispanic,middle_eastern
jog_9,hispanic,south_east_asian
jog_9,indian,middle_eastern
jog_9,indian,south_east_asian
jog_9,middle_eastern,south_east_asian
jog_9,middle_eastern,white
jog_9,south_east_asian,white
lunge_7,south_east_asian,african
lunge_7,south_east_asian,asian
lunge_7,south_east_asian,indian
lunge_7,south_east_asian,middle_eastern
lunge_7,south_east_asian,white
lunge_7,african,asian
lunge_7,african,hispanic
lunge_7,african,middle_eastern
lunge_7,asian,hispanic
lunge_7,asian,indian
lunge_7,asian,white
lunge_7,hispanic,indian
lunge_7,hispanic,middle_eastern
lunge_7,hispanic,white
lunge_7,indian,middle_eastern
lunge_7,middle_eastern,white
squat_1,white,indian
squat_1,white,south_east_asian
squat_1,african,indian
squat_1,african,south_east_asian
squat_1,asian,indian
squat_1,asian,south_east_asian
squat_1,hispanic,indian
squat_1,hispanic,south_east_asian
squat_1,indian,middle_eastern
squat_1,indian,south_east_asian
squat_1,middle_eastern,south_east_asian
squat_4,middle_eastern,african
squat_4,african,asian
squat_4,african,hispanic
squat_4,african,indian
squat_4,african,south_east_asian
squat_4,african,white
squat_5,indian,african
squat_5,indian,middle_eastern
squat_5,indian,white
squat_5,african,asian
squat_5,african,hispanic
squat_5,african,south_east_asian
squat_5,asian,middle_eastern
squat_5,asian,white
squat_5,hispanic,middle_eastern
squat_5,hispanic,white
squat_5,middle_eastern,south_east_asian
squat_5,south_east_asian,white
squat_7,south_east_asian,african
squat_7,south_east_asian,hispanic
squat_7,south_east_asian,white
squat_7,african,asian
squat_7,african,indian
squat_7,african,middle_eastern
squat_7,asian,hispanic
squat_7,asian,white
squat_7,hispanic,indian
squat_7,hispanic,middle_eastern
squat_7,indian,white
squat_7,middle_eastern,white
squat_8,white,african
squat_8,african,asian
squat_8,african,hispanic
squat_8,african,indian
squat_8,african,middle_eastern
squat_8,african,south_east_asian
yoga_0,white,african
yoga_0,white,indian
yoga_0,african,asian
yoga_0,african,hispanic
yoga_0,african,middle_eastern
yoga_0,african,south_east_asian
yoga_0,asian,indian
yoga_0,hispanic,indian
yoga_0,indian,middle_eastern
yoga_0,indian,south_east_asian
yoga_1,white,african
yoga_1,white,asian
yoga_1,white,hispanic
yoga_1,white,indian
yoga_1,white,middle_eastern
yoga_1,white,south_east_asian
yoga_1,african,asian
yoga_1,african,middle_eastern
yoga_1,asian,hispanic
yoga_1,asian,indian
yoga_1,asian,south_east_asian
yoga_1,hispanic,middle_eastern
yoga_1,indian,middle_eastern
yoga_1,middle_eastern,south_east_asian
yoga_5,indian,african
yoga_5,indian,asian
yoga_5,indian,hispanic
yoga_5,indian,middle_eastern
yoga_5,indian,south_east_asian
yoga_5,indian,white
yoga_5,african,hispanic
yoga_5,african,middle_eastern
yoga_5,african,south_east_asian
yoga_5,african,white
yoga_5,asian,hispanic
yoga_5,asian,middle_eastern
yoga_5,asian,south_east_asian
yoga_5,asian,white
yoga_5,hispanic,middle_eastern
yoga_5,hispanic,white
yoga_5,middle_eastern,south_east_asian
yoga_5,south_east_asian,white
yoga_9,african,hispanic
yoga_9,asian,hispanic
yoga_9,hispanic,indian
yoga_9,hispanic,middle_eastern
yoga_9,hispanic,south_east_asian
yoga_9,hispanic,white
