base_name,skin_color_1,skin_color_2
yoga_4,south_east_asian,white
yoga_6,hispanic,african
yoga_6,hispanic,white
yoga_6,african,asian
yoga_6,african,indian
yoga_6,african,middle_eastern
yoga_6,african,south_east_asian
yoga_6,african,white
yoga_6,asian,white
yoga_6,indian,white
yoga_6,middle_eastern,white
yoga_6,south_east_asian,white
